date,avg_tmp,day_p,avg_wind,avg_rhum,t_sd,snow,avg_gtmp,season,CNT
2020-03-16,3.6,,2.8,42.4,21.18,,6.1,0,"42,441"
2020-03-17,6.6,,2.1,65.8,6.89,,7.5,0,"47,241"
2020-03-18,10,,1.8,45.8,20.66,,9.8,0,"62,119"
2020-03-19,9.1,0,4.8,49,15.51,,9.9,0,"24,256"
2020-03-20,8.8,,3.1,39.6,20.58,,9.9,0,"53,839"
2020-03-21,12.8,,2,56.5,14.83,,13.9,0,"63,759"
2020-03-22,11,,3,37.5,22.54,,13.6,0,"64,436"
2020-03-23,10.6,,1.9,37.9,20.72,,12.6,0,"63,686"
2020-03-24,11.4,,1.8,35,21.06,,13.2,0,"69,998"
2020-03-25,12.5,,1.9,33.6,19.29,,13.9,0,"73,460"
2020-03-26,14.8,1.8,1.9,53.8,11.97,,13.5,0,"47,633"
2020-03-27,11.9,2,3.3,56.4,17.04,,14.4,0,"60,183"
2020-03-28,7.7,,3.2,17.9,19.87,,10.8,0,"64,677"
2020-03-29,8.7,,2,30.6,23.12,,11.8,0,"68,430"
2020-03-30,10.2,,1.8,38.4,22.73,,13.3,0,"69,293"
2020-03-31,11.9,,2,34.5,20.68,,14.5,0,"74,621"
2020-04-01,11.3,,3.7,35.6,19.12,,15,0,"70,258"
2020-04-02,9.3,,2.3,41.4,21.25,,13.1,0,"72,129"
2020-04-03,10,,2.7,53.8,22.56,,14.2,0,"74,856"
2020-04-04,8.9,,3.4,36.4,23.33,,13.8,0,"66,405"
2020-04-05,7.2,,2.8,29.5,24.58,,12.4,0,"64,111"
2020-04-06,9.3,,2.4,38.3,22.51,,13.8,0,"68,414"
2020-04-07,10.6,,2.5,56.6,19.3,,14.8,0,"73,685"
2020-04-08,9.4,,3.5,25.5,24.86,,14.3,0,"72,863"
2020-04-09,8.9,,2.8,44.6,24.79,,14,0,"73,382"
2020-04-10,10.7,,2.4,52.6,21.07,,17,0,"75,021"
2020-04-11,9.9,,2.5,63.8,19.4,,15.6,0,"75,637"
2020-04-12,9.9,,3.8,58.6,19.25,,13.2,0,"63,335"
2020-04-13,12.4,,3.1,39.4,26.02,,18,0,"77,604"
2020-04-14,13,,2.4,46.8,25.93,,18.7,0,"83,798"
2020-04-15,13.2,,2.2,39.8,21.49,,17.5,0,"89,789"
2020-04-16,16,,2.3,39.9,22.96,,20.1,0,"83,970"
2020-04-17,12.5,6.5,2.4,77.8,4.23,,12.1,0,"35,656"
2020-04-18,13.5,,2.6,67.9,23.09,,18.1,0,"92,829"
2020-04-19,12.3,10.3,2.7,75.8,5.25,,12.5,0,"29,375"
2020-04-20,10,0.1,3.3,73,7.34,,10.2,0,"56,129"
2020-04-21,7.4,,4.4,49,23.63,,12.2,0,"58,746"
2020-04-22,6,0,4,46.8,15.89,,9.8,0,"51,337"
2020-04-23,7.9,,3.7,47.8,25.72,,12.7,0,"64,765"
2020-04-24,9.9,,3.9,55.6,26.61,,14.5,0,"72,883"
2020-04-25,13.1,,3.9,54.4,18.9,,15.7,0,"78,419"
2020-04-26,12.3,,3.2,43.1,28.36,,18.3,0,"82,600"
2020-04-27,12.9,,2.8,49.8,22.98,,17.1,0,"77,149"
2020-04-28,13.9,,3,50,26.97,,20.1,0,"86,541"
2020-04-29,14.9,,2.6,48.6,26.1,,21.1,0,"88,827"
2020-04-30,17.1,,2.7,57.1,24.03,,23,0,"96,877"
2020-05-01,20.2,,2.7,73.6,18.96,,25.7,0,"93,249"
2020-05-02,20.3,0,2.3,79.6,9.43,,22.7,0,"88,508"
2020-05-03,21.8,0,2,68.8,19.41,,26.7,0,"89,287"
2020-05-04,20.2,,2.7,63.9,25.42,,28.9,0,"93,579"
2020-05-05,16,,1.9,67.9,9.41,,17.1,0,"88,219"
2020-05-06,19.4,,2.1,50,28.51,,26.5,0,"88,561"
2020-05-07,20.7,,2.5,32.5,23.93,,25.7,0,"90,645"
2020-05-08,19.9,2.3,2.4,32.8,23.26,,27.3,0,"63,474"
2020-05-09,14.2,24.4,3.6,94.4,3,,15.1,0,"7,600"
2020-05-10,14.4,1.3,2.5,88.6,6.77,,15.7,0,"65,932"
2020-05-11,16.5,3.4,3,61,22.98,,20.2,0,"76,042"
2020-05-12,14.3,0.7,2.9,69.4,13.6,,17.6,0,"78,200"
2020-05-13,16.1,,2.8,47.3,29.7,,20.5,0,"89,183"
2020-05-14,19.3,,2,35.4,20.64,,21.8,0,"89,149"
2020-05-15,16.1,12,3,81.4,3.43,,15.9,0,"13,782"
2020-05-16,16.7,2.5,1.6,90.3,7.6,,18.3,0,"64,549"
2020-05-17,19.1,0,1.7,80.1,15.26,,21.2,0,"89,449"
2020-05-18,19.1,29.8,2.4,79.4,14.07,,21.6,0,"36,761"
2020-05-19,13,19,3.2,73.6,15.29,,16.1,0,"55,556"
2020-05-20,14.4,0,1.9,60.4,20.91,,17.3,0,"88,257"
2020-05-21,17.4,,2.1,56.1,24.35,,20.5,0,"93,930"
2020-05-22,18.5,0,1.9,68.5,13.07,,20,0,"89,317"
2020-05-23,20.1,0,2.2,66.1,23.24,,23.3,0,"101,256"
2020-05-24,17.1,14.5,2.9,84.8,10.59,,19,0,"80,357"
2020-05-25,16.6,,2.1,81,16.88,,20.3,0,"92,531"
2020-05-26,16.2,1.5,2.1,81.9,18.49,,19.2,0,"68,498"
2020-05-27,17.4,,2.6,68.5,30.06,,21.4,0,"101,949"
2020-05-28,18.7,0,1.9,62.8,22.83,,20.5,0,"99,792"
2020-05-29,20.7,,2,65.6,28.09,,24.3,0,"103,999"
2020-05-30,22.6,,1.9,57.3,26.5,,27.6,0,"105,172"
2020-05-31,21.2,1,2.3,63,19.15,,25.7,1,"93,547"
2020-06-01,19.7,0.4,3.4,64.3,30.35,,26.6,1,"99,930"
2020-06-02,17.9,2,2.2,71,5.89,,18.3,1,"79,833"
2020-06-03,22,,2.4,73.3,24.64,,27.1,1,"103,887"
2020-06-04,21.9,0.2,2.7,81.1,19.77,,26.8,1,"97,656"
2020-06-05,23,,1.8,69.4,23.36,,29.8,1,"107,343"
2020-06-06,24.6,,2,63.6,23.38,,31.4,1,"105,033"
2020-06-07,22.7,,2.3,69.4,26.04,,30.2,1,"101,848"
2020-06-08,25,,2.1,63.6,26.13,,32.7,1,"103,582"
2020-06-09,26.7,,2.3,51.6,28.36,,34.1,1,"102,084"
2020-06-10,25.8,6.2,2,63.8,18.85,,32.8,1,"58,133"
2020-06-11,26.1,0,2.2,68.3,26.03,,30.1,1,"100,031"
2020-06-12,24.7,,1.7,68.6,11.51,,25.8,1,"109,210"
2020-06-13,26.9,0,1.9,52.8,28.11,,34.6,1,"90,396"
2020-06-14,24,1.1,2.9,70.6,22.52,,29.6,1,"94,406"
2020-06-15,23,,2.8,62.3,26.53,,31.1,1,"108,320"
2020-06-16,24.4,,2.2,63,24.74,,32.2,1,"106,519"
2020-06-17,24.3,,2,58.6,21.25,,31.1,1,"107,723"
2020-06-18,23.4,,1.6,61.4,11,,26.7,1,"110,377"
2020-06-19,24.7,0.1,2.1,61.4,19.6,,29.6,1,"109,124"
2020-06-20,24.9,,2.1,62.6,24.75,,31.9,1,"102,333"
2020-06-21,26.1,,2,59.5,27.82,,34.1,1,"95,453"
2020-06-22,28.6,,2,50.5,28.95,,36.3,1,"98,394"
2020-06-23,27.3,0,1.9,53.5,16.97,,32.1,1,"103,214"
2020-06-24,22.3,37.6,2.7,83.5,2.91,,22.7,1,"19,756"
2020-06-25,21.6,13.3,2.2,91,6.11,,23,1,"46,415"
2020-06-26,21.8,2.1,3.2,82.1,13.03,,22.9,1,"96,150"
2020-06-27,24.1,0,2,70.4,22.18,,25.2,1,"107,001"
2020-06-28,25.2,,2.4,70.5,28.6,,28.6,1,"98,568"
2020-06-29,23.8,11.9,2.4,77,8.4,,23.9,1,"70,053"
2020-06-30,20.1,64.7,4,83,6.2,,20.8,1,"38,086"
2020-07-01,21.1,0,1.9,79.3,9.47,,21.3,1,"105,196"
2020-07-02,24.2,,1.9,74.5,19.15,,24.5,1,"107,842"
2020-07-03,25.5,0.1,2.6,63.5,27.47,,28.6,1,"102,753"
2020-07-04,24.2,1.6,2.1,63.9,26.88,,28.2,1,"98,488"
2020-07-05,23.8,,1.9,68.6,20.85,,26.7,1,"104,664"
2020-07-06,25.6,,2.1,66.6,19.28,,28.5,1,"106,825"
2020-07-07,24.1,0,2.5,75.5,15.15,,28.3,1,"91,407"
2020-07-08,25.5,,2,71.9,25.81,,30.5,1,"105,876"
2020-07-09,27.5,,1.7,64.6,23.1,,31.9,1,"102,828"
2020-07-10,24.5,2.2,2.8,75,12.3,,25.2,1,"90,880"
2020-07-11,25.8,,2.6,62.6,21.82,,29.7,1,"103,657"
2020-07-12,23.5,2.9,2.4,71.9,7.67,,25.3,1,"57,367"
2020-07-13,18.7,47.6,4,94.8,4.58,,20.1,1,"4,859"
2020-07-14,20.3,11.5,2.8,79.4,12.46,,22.6,1,"85,486"
2020-07-15,23.4,,2,63.1,26.6,,26.4,1,"106,949"
2020-07-16,25,,1.8,70.9,25.76,,27.4,1,"102,741"
2020-07-17,26,0,1.9,72,22.28,,28.3,1,"99,949"
2020-07-18,26.1,,1.6,71.6,15.49,,27.9,1,"98,309"
2020-07-19,24,29.1,2.7,81.6,4.92,,22.9,1,"60,804"
2020-07-20,23.8,3.6,3.7,86.3,5.15,,23.8,1,"72,291"
2020-07-21,25,0,1.6,77,17.83,,25.6,1,"100,825"
2020-07-22,23.7,11.5,1.6,89.3,4.5,,24,1,"46,448"
2020-07-23,21.1,103.1,3.6,95.5,2.72,,21.8,1,"10,739"
2020-07-24,22.5,2.9,4.6,74.3,10.46,,21.2,1,"76,995"
2020-07-25,24.3,0,3.1,69.3,15.59,,23.9,1,"102,498"
2020-07-26,25.4,0,2,69.3,18.14,,25.6,1,"94,802"
2020-07-27,24.3,2.2,2.2,86.4,7.72,,25.2,1,"52,922"
2020-07-28,24.4,0.4,2,84.8,8.38,,25,1,"68,214"
2020-07-29,23.7,50.1,2,95.8,3.18,,23.9,1,"31,724"
2020-07-30,25.3,0.1,2.1,85.5,15.34,,26.9,1,"92,468"
2020-07-31,26.2,1.5,2,81.9,14.5,,27.2,1,"95,705"
2020-08-01,25.3,39.1,1.7,90.9,5.31,,25.7,1,"34,998"
2020-08-02,24.9,31.4,2.3,96.3,2.55,,25.2,1,"11,491"
2020-08-03,25,102.6,3,96.3,3.09,,25.1,1,"17,575"
2020-08-04,27,3.9,3.5,89.3,8.06,,26.9,1,"49,378"
2020-08-05,26.5,18.5,1.9,92.1,5.02,,26.7,1,"28,751"
2020-08-06,24.1,75.7,3.3,92.8,6.74,,24.8,1,"51,456"
2020-08-07,24.3,0,1.8,85.3,6.7,,24.8,1,"78,071"
2020-08-08,24.2,19.1,2.3,89.5,6.96,,24.9,1,"40,020"
2020-08-09,24.9,50.3,2.6,95.4,1.43,,24.3,1,"12,384"
2020-08-10,26.5,44.6,2,91.6,7.77,,26.4,1,"23,519"
2020-08-11,24.6,97,2.2,92.5,7.44,,25.2,1,"50,974"
2020-08-12,27.2,,1.9,83.9,13.62,,28.3,1,"78,261"
2020-08-13,28,,2.5,82.4,7.96,,27.4,1,"79,353"
2020-08-14,27.1,0.4,3.5,86.1,4.14,,26.3,1,"72,875"
2020-08-15,26.1,69,1.9,96,3.25,,25.9,1,"26,267"
2020-08-16,27.4,,3,82.6,14.3,,27.9,1,"66,011"
2020-08-17,28.2,,2.3,77.9,18.44,,29,1,"73,368"
2020-08-18,27.5,,1.6,76.3,19.81,,29.1,1,"82,202"
2020-08-19,27.1,,2,76.8,22.54,,28.6,1,"84,665"
2020-08-20,27.7,,1.7,76,15.16,,27.6,1,"85,420"
2020-08-21,26.6,2.5,1.6,83.1,8.74,,27.6,1,"78,701"
2020-08-22,24.3,42.6,2.1,87.4,7.56,,25.2,1,"40,126"
2020-08-23,25.3,,1.9,78.4,18.72,,27.2,1,"80,594"
2020-08-24,27.8,,2.2,71.6,20.25,,28.6,1,"90,297"
2020-08-25,29.9,,2.1,69.5,21.21,,30.5,1,"87,894"
2020-08-26,30.2,0.6,3.4,68.3,19.68,,29.3,1,"40,169"
2020-08-27,27.1,8.7,3.6,84.6,5.5,,27.2,1,"32,745"
2020-08-28,27.3,13.6,1.6,89.1,10.18,,28.1,1,"62,045"
2020-08-29,26.8,13.6,1.3,90.1,8.7,,28.7,1,"33,797"
2020-08-30,26.8,42.5,2.1,88.8,12.89,,28.1,1,"52,904"
2020-08-31,26.4,0,2.8,77.9,12.25,,27.2,2,"87,662"
2020-09-01,26.6,0,1.9,72.4,11.35,,27,2,"87,892"
2020-09-02,24.3,33.3,2.3,91.3,3.34,,25.3,2,"13,744"
2020-09-03,22.7,29.8,4.8,82,13.51,,24,2,"71,524"
2020-09-04,23.3,,2.7,63.9,21.21,,23.7,2,"115,059"
2020-09-05,23.3,,2,66.6,14.49,,23.4,2,"113,253"
2020-09-06,21.7,6.4,2.7,80,7.13,,22.7,2,"54,125"
2020-09-07,19.2,61,4.2,93.5,3.37,,20.1,2,"3,144"
2020-09-08,23.4,0,4.2,71.5,21.87,,23.1,2,"104,606"
2020-09-09,21.1,1.3,2.1,83.4,12.29,,22.2,2,"75,412"
2020-09-10,22.8,3.9,2,75.8,19.17,,24.4,2,"107,150"
2020-09-11,22.4,1.2,2.8,72.6,12.87,,22.7,2,"61,474"
2020-09-12,20.2,5.7,2,83.8,7.34,,21.5,2,"44,703"
2020-09-13,21.5,,1.9,70.4,20.53,,24.1,2,"118,921"
2020-09-14,21.3,0,1.8,79.3,13.86,,22.8,2,"106,465"
2020-09-15,23,,1.6,76.4,16.56,,23.9,2,"111,912"
2020-09-16,22.5,0.3,1.9,79.9,6.21,,22.2,2,"88,745"
2020-09-17,21.3,,2.1,70.3,9.35,,21.5,2,"110,088"
2020-09-18,21.5,,2.8,62,21.24,,22.4,2,"118,363"
2020-09-19,21.2,0.3,2.2,59.3,21.25,,21.8,2,"117,633"
2020-09-20,19.7,,2,57.6,22.19,,21.2,2,"110,798"
2020-09-21,19.1,,1.7,56.1,19.54,,20.6,2,"108,369"
2020-09-22,20.2,,2.8,55.3,21.71,,21.8,2,"112,619"
2020-09-23,19.2,,3.3,59.9,16.99,,20.8,2,"111,343"
2020-09-24,20.6,,3.7,59.6,18.54,,22,2,"111,994"
2020-09-25,20.1,,2.5,64.1,13.39,,21.5,2,"114,720"
2020-09-26,19.3,,2.4,62.5,15.92,,20.4,2,"115,111"
2020-09-27,20.4,,2,63.3,18.7,,21.4,2,"109,610"
2020-09-28,20.7,,2,66,19.29,,22,2,"107,714"
2020-09-29,19.6,,1.9,67.6,14.84,,20.7,2,"113,823"
2020-09-30,19.6,38.3,1.7,78,14,,21.1,2,"71,676"
2020-10-01,18.8,,2.1,74.9,10.89,,19.6,2,"82,099"
2020-10-02,19.2,0,2.3,79.6,6.34,,18.5,2,"75,275"
2020-10-03,19.9,0,1.6,72.5,9.79,,19.8,2,"97,726"
2020-10-04,16.6,0,2.8,65.1,12.36,,17.8,2,"86,091"
2020-10-05,13.3,,2.5,57.3,19.44,,14.5,2,"93,156"
2020-10-06,14.2,,2,55.9,19.81,,14.6,2,"100,369"
2020-10-07,16,,1.9,48.9,16.99,,14.9,2,"103,348"
2020-10-08,17.2,,3.1,53,19.27,,15.9,2,"105,509"
2020-10-09,17.2,,3,53.4,18.55,,16.6,2,"104,087"
2020-10-10,16.9,,2,60.1,15.28,,16.6,2,"104,678"
2020-10-11,16.9,,1.8,68.5,11.45,,16.1,2,"95,405"
2020-10-12,16.2,,2.2,68.6,13.59,,16.8,2,"97,721"
2020-10-13,13.6,,2.2,52.3,14.16,,14.2,2,"97,160"
2020-10-14,12.8,,2.4,47,12.19,,14.3,2,"92,998"
2020-10-15,11.7,,1.5,41.8,14.48,,13.1,2,"92,555"
2020-10-16,11.8,,1.5,64.3,5.28,,12.5,2,"92,609"
2020-10-17,13.1,,1.8,64.3,17.65,,13.1,2,"94,840"
2020-10-18,13.6,,2,65.5,15.96,,12.9,2,"89,401"
2020-10-19,15.1,,1.7,74.4,15.27,,14.3,2,"95,110"
2020-10-20,15.2,,1.6,67.1,15.67,,14.5,2,"98,577"
2020-10-21,14.1,,1.9,69.4,4.72,,13.7,2,"96,566"
2020-10-22,13.5,0,2.8,66,11.01,,15.2,2,"92,100"
2020-10-23,8.6,,3,51.5,17.01,,10.7,2,"84,672"
2020-10-24,8.7,,2.5,47.6,16.65,,9.4,2,"77,452"
2020-10-25,11.8,,1.7,62.5,13.83,,10.9,2,"80,497"
2020-10-26,12.9,,1.6,71.6,13.69,,11.9,2,"92,374"
2020-10-27,14,,1.8,74.1,12.23,,13.2,2,"95,411"
2020-10-28,13.8,,2.5,52.1,15.27,,13.8,2,"95,033"
2020-10-29,10.8,,2,40.3,13.77,,11.5,2,"92,267"
2020-10-30,11.9,,1.5,42.9,14.62,,11.2,2,"97,088"
2020-10-31,13.6,,2.6,60.3,11.03,,12.9,2,"89,444"
2020-11-01,13.7,13.6,2.3,84.3,1.61,,13.1,2,"32,925"
2020-11-02,10.8,1.7,2.3,58.3,14.6,,10,2,"86,705"
2020-11-03,5.1,0.5,3.5,47.5,15.22,,6.1,2,"69,439"
2020-11-04,4.9,,2.3,43.9,15.36,,5.2,2,"74,159"
2020-11-05,9.6,,1.8,61.5,12.77,,10.5,2,"85,090"
2020-11-06,13.5,,1.7,63.3,5.65,,12.5,2,"91,815"
2020-11-07,14.6,0.1,2.7,68.8,11.01,,14.6,2,"84,151"
2020-11-08,8.5,,3.1,43.8,14.66,,9.9,2,"62,244"
2020-11-09,5.5,,1.8,40.9,10.48,,5.6,2,"73,482"
2020-11-10,7.7,,2.2,56.1,13.61,,7.9,2,"81,965"
2020-11-11,9.3,,1.6,53.5,12.96,,8.7,2,"86,595"
2020-11-12,10.4,,1.7,56.9,12.27,,9.2,2,"88,193"
2020-11-13,12.2,,1.6,71.5,8.92,,12.1,2,"90,754"
2020-11-14,12.5,,1.7,66.9,11.58,,10.9,2,"81,553"
2020-11-15,11.1,,1.7,75,9.52,,10.2,2,"69,098"
2020-11-16,12.4,,1.6,70.1,10.76,,10.9,2,"87,583"
2020-11-17,15.9,0.1,2.3,67.5,5.7,,13,2,"81,258"
2020-11-18,16.6,12.2,2.6,91.4,2.63,,15.3,2,"44,452"
2020-11-19,13.6,86.9,4.2,90.5,0.96,,14.6,2,"34,590"
2020-11-20,2.8,0,3.2,74.3,2.74,,6.2,2,"60,332"
2020-11-21,6.5,0.2,2.1,67.9,10.52,,6.5,2,"60,290"
2020-11-22,5.6,4.8,2.5,80.5,3.61,,7.3,2,"34,828"
2020-11-23,1.7,,2.3,61.4,12.35,,2.9,2,"58,766"
2020-11-24,2.9,,1.8,54.5,6.33,,3.5,2,"61,865"
2020-11-25,4.6,,1.5,64.1,8.32,,3.5,2,"64,921"
2020-11-26,5.6,,1.7,66.5,9.8,,4.4,2,"64,297"
2020-11-27,4.1,0,2.7,61.6,8.52,,4.9,2,"58,092"
2020-11-28,-0.1,,2.8,50,11.89,,1.2,2,"38,492"
2020-11-29,-0.6,,2.2,59.6,5.61,,0.7,2,"32,211"
2020-11-30,-0.2,,1.9,57.8,11.55,,0.4,3,"49,925"
2020-12-01,1.1,,1.9,44.5,10.69,,0.3,3,"53,885"
2020-12-02,2.4,,1.8,41.4,6.38,,2.2,3,"55,611"
2020-12-03,0.7,,2.7,47.1,11.52,,1.2,3,"51,533"
2020-12-04,-0.6,,1.8,53.8,11.62,,-0.3,3,"50,915"
2020-12-05,2.1,,1.7,63.1,8.18,,0.5,3,"42,953"
2020-12-06,4.5,,1.8,66.9,8.37,,2.1,3,"40,616"
2020-12-07,3.4,,2.6,57.5,8.93,,3.1,3,"49,809"
2020-12-08,-0.5,,2,50,11.4,,0.1,3,"47,614"
2020-12-09,1.5,,1.5,55.1,8.48,,-0.3,3,"50,476"
2020-12-10,5.8,0,1.7,69.9,4.74,,3.9,3,"53,421"
2020-12-11,5.3,,1.8,77.1,5.85,,3.3,3,"53,536"
2020-12-12,2.3,,2.1,51.3,10.22,,1.8,3,"42,146"
2020-12-13,-1.1,2.9,2.9,74.9,1.9,3.3,0.5,3,"14,362"
2020-12-14,-7.7,,3.4,49.1,11.44,,-1.9,3,"28,030"
2020-12-15,-8.3,,2.8,43,11.61,,-3.7,3,"28,028"
2020-12-16,-8.3,,2.6,43.9,11.44,,-4.3,3,"27,678"
2020-12-17,-4.9,0,1.7,47,11.15,,-3.7,3,"32,315"
2020-12-18,-2.1,0.2,3,57,8.45,0.2,-1.3,3,"30,195"
2020-12-19,-5.1,,2.4,45.1,11.27,,-3.5,3,"24,130"
2020-12-20,-3.7,,2,50.4,11,,-3.3,3,"23,442"
2020-12-21,-1,,1.6,64.1,9.99,,-2.4,3,"37,286"
2020-12-22,2,,2,67.6,7.83,,-0.4,3,"42,486"
2020-12-23,4.5,0,2.3,76.6,4.6,,0.4,3,"42,218"
2020-12-24,2.6,,2.9,61.5,9.82,,0.7,3,"41,102"
2020-12-25,-0.8,,2.1,51.9,10.88,,-1.4,3,"28,600"
2020-12-26,2.2,,1.8,65.8,8.99,,-0.6,3,"37,137"
2020-12-27,5.8,0,1.8,62.9,8.12,,1.4,3,"37,103"
2020-12-28,6.7,1.3,1.4,72.1,9.12,,2.7,3,"46,912"
2020-12-29,0.1,0.2,2.9,70.8,1.98,,-0.1,3,"35,747"
2020-12-30,-10.9,,4.1,55.5,11.36,,-4.4,3,"22,488"
2020-12-31,-8.9,0,2.4,53.9,9.06,,-5,,"24,535"
2021-01-01,-4.2,,2,64,9.54,,-3.4,3,"22,274"
2021-01-02,-5,,2.6,38.5,11.34,,-3.9,3,"23,631"
2021-01-03,-5.6,,2,45,8.8,,-4.9,3,"21,809"
2021-01-04,-3.5,0,1.7,51.4,7.44,0,-3.3,3,"32,957"
2021-01-05,-5.5,0,2.9,52.8,10.46,0,-3.2,3,"29,033"
2021-01-06,-7.4,2.3,2.4,54.6,11.78,4,-4,3,"22,261"
2021-01-07,-14.5,,4.1,49.9,,,-6.1,3,"5,549"
2021-01-08,-14.9,,3.3,44,12.38,,-9.3,3,"8,029"
2021-01-09,-12.2,,2.6,46.3,11.59,,-8.4,3,"9,082"
2021-01-10,-7.7,,1.3,54.4,9.84,,-6.1,3,"11,116"
2021-01-11,-6.7,,1.9,62.1,4.47,,-5.5,3,"19,525"
2021-01-12,-3.9,2.6,1.8,79.5,6.13,5,-4.1,3,"12,827"
2021-01-13,2,0,2.4,80.3,8.27,,0,3,"19,780"
2021-01-14,1.7,,2.3,46.5,10.21,,-0.2,3,"32,603"
2021-01-15,4.5,0.2,3,67.4,2.11,,0.7,3,"32,429"
2021-01-16,-4.9,,3.3,59.3,11.86,,-1.6,3,"22,524"
2021-01-17,-5.5,0,2.3,58.5,10.83,0.1,-3.9,3,"18,081"
2021-01-18,-3.8,0.3,3.2,64.3,4.54,0.9,-3.3,3,"18,110"
2021-01-19,-6.3,,1.8,37.9,12.48,,-4.8,3,"26,940"
2021-01-20,-0.1,,2.2,37.8,11.92,,-2,3,"36,983"
2021-01-21,4.5,9.2,2.3,64.4,2.77,,0.7,3,"17,451"
2021-01-22,5.5,0.1,1.7,92.9,2.34,,1.9,3,"34,963"
2021-01-23,7.6,,4.2,66,9.72,,3.6,3,"43,368"
2021-01-24,7.3,,2.1,63.9,12.4,,3,3,"50,024"
2021-01-25,7.9,,1.9,62,10.74,,3.3,3,"54,669"
2021-01-26,5.3,1.7,1.9,80.4,1.95,,2,3,"26,272"
2021-01-27,1.7,,2.2,47.6,12.4,,1.6,3,"45,639"
2021-01-28,-2.6,2,4,52.3,6.14,3.6,-0.3,3,"22,745"
2021-01-29,-8.8,,3.5,40,14.42,,-1.7,3,"24,435"
2021-01-30,-1.6,0.5,2.5,60,10.46,0.8,-0.3,3,"28,379"
2021-01-31,3.2,,2,57,10.92,,0.1,3,"38,533"
2021-02-01,5,0.7,2.7,74.5,5.8,,1.6,3,"41,152"
2021-02-02,-5.6,0,3.9,44.1,14.69,,-0.6,3,"31,136"
2021-02-03,-3.2,3.4,2.2,64.6,11.7,4.2,-1.4,3,"31,016"
2021-02-04,-3.6,0.1,2.5,50.1,15.33,0.2,-0.3,3,"20,201"
2021-02-05,1.4,,2.4,71.8,7.95,,0.2,3,"37,675"
2021-02-06,6.8,,2.2,80.4,4.77,,2.2,3,"41,507"
2021-02-07,3.6,,2.9,67,11.38,,3.2,3,"35,676"
2021-02-08,-3.1,,3.4,43.6,15.91,,0.2,3,"34,253"
2021-02-09,-0.9,,2,51.9,15.46,,0.5,3,"41,159"
2021-02-10,3.4,,2.1,75.1,6.15,,0.7,3,"46,659"
2021-02-11,5.5,,1.3,71.5,11.22,,2.8,3,"37,794"
2021-02-12,6.5,,1.7,60.6,14.72,,4.2,3,"38,251"
2021-02-13,7.6,,1.5,50.6,14.36,,4.5,3,"51,329"
2021-02-14,9.5,0,1.7,47.6,7.21,,5.6,3,"44,734"
2021-02-15,1.2,1.4,4,65.1,9.69,,3.7,3,"32,504"
2021-02-16,-5.1,1.5,3.2,57.9,7.31,1.1,-1.7,3,"23,008"
2021-02-17,-8.3,0,5,44.1,17.28,0,-2.1,3,"23,281"
2021-02-18,-5.8,,3.1,44.9,17.05,,-1.3,3,"30,267"
2021-02-19,1.6,,2.9,66.9,14.8,,0.5,3,"45,223"
2021-02-20,8.8,,2.1,60.4,15.25,,4,3,"60,703"
2021-02-21,10.8,,2.8,66.6,15.34,,5.5,3,"71,467"
2021-02-22,7.8,,2.9,58.3,13.04,,6.5,3,"54,943"
2021-02-23,0,,2.9,34,17.53,,2.9,3,"45,246"
2021-02-24,2.9,,1.8,33,16.1,,3.6,3,"54,470"
2021-02-25,4.2,,1.4,35.1,5.22,,1.6,3,"53,694"
2021-02-26,8.2,,2.3,35,18.2,,5.1,3,"67,686"
2021-02-27,9.5,,3.4,48.6,17.96,,7,3,"76,214"
2021-02-28,7.8,,2.1,49,7.13,,5.4,3,"63,298"
2021-03-01,4.7,67.5,3.5,91,1.4,2.3,4.7,0,"2,966"
2021-03-02,2.3,0.1,1.9,75.9,12.9,0,5.4,0,"51,013"
2021-03-03,4.4,,1.8,64.4,16.52,,4.5,0,"62,386"
2021-03-04,7.2,,1.9,62.4,9.85,,6.2,0,"66,283"
2021-03-05,9,,2.1,70.3,18.95,,9.1,0,"76,821"
2021-03-06,6.6,,3.3,69.5,12.71,,7.1,0,"61,833"
2021-03-07,6.2,,2.8,62.9,18.17,,7.9,0,"72,037"
2021-03-08,7,,1.8,60.3,19.12,,8.1,0,"71,470"
2021-03-09,6.6,,2.2,58.5,15.57,,6.9,0,"72,364"
2021-03-10,8.8,,1.8,61.8,19.1,,9,0,"77,153"
2021-03-11,10.2,,1.8,50.8,16.6,,9.8,0,"74,080"
2021-03-12,10.5,0,2.2,57,7.41,,8.7,0,"67,097"
2021-03-13,9.2,,2.2,62.8,14.87,,9.9,0,"79,057"
2021-03-14,9.1,,2.2,71.4,17.99,,10.9,0,"72,694"
2021-03-15,10.6,1.7,2.4,68.8,12.75,,10.3,0,"73,254"
2021-03-16,8.4,1.3,3.2,52.5,21.13,,11.8,0,"71,318"
2021-03-17,8.8,,1.8,44.9,20.79,,10.4,0,"82,757"
2021-03-18,11.7,,1.8,50.1,16.63,,11.6,0,"85,416"
2021-03-19,15.3,,2.2,47.9,19.09,,15,0,"98,932"
2021-03-20,9.9,5.1,2.2,74.6,2,,9.8,0,"25,486"
2021-03-21,5.8,0.3,4,65.9,10.42,,7.6,0,"55,103"
2021-03-22,6.2,,3.2,55.3,22.58,,9,0,"75,928"
2021-03-23,9.1,,2.5,63.5,20.89,,10.6,0,"85,788"
